,dihedral_angle_-C(=O)O,nN,dihedral_angle_CHF2,nO,nAHRing,dihedral_angle_-N,avg_atoms_in_cycle,nFRing,tpsa+f,amount_of_-O,amount_of_CH2F,naRing,PNSA5,nC,RPCS,mol_num_cycles,dihedral_angle_CF3,PBF,nHRing,amount_of_-C(=O)O,nFaRing,dihedral_angle_-O,dihedral_angle_gem-CF2,FPSA3,dihedral_angle_CH2F,amount_of_CHF,mol_volume,amount_of_=O,dihedral_angle_CHF,PPSA5,f_freedom,dihedral_angle_=O,nFAHRing,amount_of_CF3,TASA,nFaHRing,naHRing,chirality,nFHRing,amount_of_-N,nARing,amount_of_CHF2,nFARing,f_atom_fraction,dihedral_angle_non-F,GeomShapeIndex,f_to_fg,dipole_moment,linear_distance,amount_of_gem-CF2,cis/trans,fold_id,pKa
10,1.0469513198218106,0,0.0,2,0,0.0,4.0,0,40.3,1,0,0,-35.97156180758108,6,0.4716831759309227,1,-1.0471543620596608,0.6540065210074811,0,1,0,-2.832206407223417,0.0,0.0385267254074045,0.0,0,130.94,1,0.0,14.005185797441891,0,0,0,1,213.6383729604581,0,0,0,0,0,1,0,0,0.5,0,0.6229457006751816,2.0,-1,2.95,0,2,2,3.83
11,-1.0469991399586316,0,0.0,2,0,0.0,4.0,0,40.3,1,0,0,-35.65114514201758,6,0.1572277253103075,1,3.141023547289894,0.658894080991424,0,1,0,-2.562891334082089,0.0,0.0401965472906642,0.0,0,130.94,1,0.0,14.741419717272937,0,0,0,1,212.6672017056574,0,0,0,0,0,1,0,0,0.5,0,0.8575613232397992,2.0,-1,3.02,0,1,2,3.88
12,-3.1414508421133016,0,3.141581597726989,2,0,0.0,4.0,0,39.3,1,0,0,-32.42283291856772,6,22.354959514561923,1,0.0,0.6969982506556,0,1,0,2.718409012939282,0.0,0.048722222343033,0.0,0,124.89,1,0.0,14.455130491128031,1,0,0,0,124.20217726081256,0,0,0,0,0,1,1,0,0.3333333333333333,0,0.6982012865406237,2.0,0,2.96,0,2,0,4.11
13,3.141572393434493,0,-3.1415921220753744,2,0,0.0,4.0,0,39.3,1,0,0,-33.836905028895885,6,24.2335275409957,1,0.0,0.6085284906583982,0,1,0,2.7224694140883834,0.0,0.0468370215273792,0.0,0,125.1,1,0.0,14.444846405010235,1,0,0,0,119.61213340278243,0,0,0,0,0,1,1,0,0.3333333333333333,0,0.7472505352559793,2.0,-1,3.0,0,1,2,3.92
14,1.0473991575320298,0,0.0,2,0,0.0,4.0,0,38.3,1,1,0,-23.14241982800826,6,18.81293691908742,1,0.0,0.7566788021710624,0,1,0,3.022292038631274,0.0,0.0500896185403708,-3.141584774986353,0,120.02,1,0.0,14.7434613912726,1,0,0,0,151.95387106950585,0,0,0,0,0,1,0,0,0.1666666666666666,0,0.7369852285984115,2.0,0,2.93,0,2,1,4.18
15,1.0497965992503846,0,0.0,2,0,0.0,4.0,0,38.3,1,1,0,-23.550265972435845,6,19.88092023763824,1,0.0,0.7100627643370322,0,1,0,2.544732510692986,0.0,0.0501258735177767,3.1415898772255035,0,120.08,1,0.0,14.836270197587274,1,0,0,0,150.96746505690336,0,0,0,0,0,1,0,0,0.1666666666666666,0,0.7497014588675519,2.0,0,2.92,0,1,0,4.12
16,0.7235810560070509,0,0.0,2,0,0.0,3.0,0,39.3,1,0,0,-43.36695442587725,4,27.43817898381783,1,0.0,0.6237485624296953,0,1,0,-2.503684967252626,1.992184471161959,0.0518944682075491,0.0,0,94.8,1,0.0,15.647511650698288,0,0,0,0,74.18413824352477,0,0,0,0,0,1,0,0,0.5,0,0.5974848859274101,2.0,-1,2.54,2,0,1,3.25
17,-1.4590801629746144,0,0.0,2,0,0.0,4.0,0,39.3,1,0,0,-33.89223604263279,5,19.173011894719075,1,0.0,0.7071626712579546,0,1,0,2.723210454253065,-1.4969699216530727,0.0451671028694868,0.0,0,108.14,1,0.0,14.973170172284703,0,0,0,0,108.9384863248536,0,0,0,0,0,1,0,0,0.4,0,0.6783905539619974,2.0,-1,2.66,2,0,1,3.62
19,1.041605104532398,0,0.0,2,0,0.0,5.0,0,39.3,1,0,0,-29.050345611389066,6,18.911509222439424,1,0.0,0.7594846882172082,0,1,0,-2.460839498266499,-0.3578920380557549,0.0425811859490791,0.0,0,123.51,1,0.0,15.180190460346552,0,0,0,0,135.55657649332557,0,0,0,0,0,1,0,0,0.3333333333333333,0,0.7432703191313329,2.0,-1,2.84,2,0,1,3.76
20,-3.141573270239552,0,0.0,2,0,0.0,5.0,0,39.3,1,0,0,-35.99139820379941,6,23.959083180570563,1,0.0,0.6110579242547812,0,1,0,-2.91015725452314,1.7109603997485026,0.0439471474020902,0.0,0,123.45,1,0.0,13.206248345831114,0,0,0,0,120.1292670855177,0,0,0,0,0,1,0,0,0.3333333333333333,0,0.9212469923616556,2.0,-1,2.88,2,0,1,3.98
21,1.047795988294247,0,0.0,2,0,0.0,6.0,0,39.3,1,0,0,-24.95173561988011,7,23.50671740750368,1,0.0,0.6207785552918198,0,1,0,2.7639424823057617,-0.7503217990624248,0.0433647072309179,0.0,0,138.74,1,0.0,15.919944567693657,0,0,0,0,158.31308881860684,0,0,0,0,0,1,0,0,0.2857142857142857,0,0.8567741221390269,2.0,0,3.05,2,0,0,3.81
23,-1.0464165992487358,0,0.0,2,0,0.0,7.0,0,39.3,1,0,0,-23.252160016889395,8,6.146965759162364,1,0.0,0.8478883846511579,0,1,0,3.03045517779046,0.436558729023826,0.0384648840094387,0.0,0,154.06,1,0.0,15.628378678838564,0,0,0,0,182.06296389139644,0,0,0,0,0,1,0,0,0.25,0,0.7102688409030519,1.0,0,3.15,2,0,0,3.78
24,-1.0471259250694889,0,0.0,2,0,0.0,7.0,0,39.3,1,0,0,-27.076422683959528,8,7.145423127159609,1,0.0,0.7361649905506692,0,1,0,-2.687776686168997,2.98686463084501,0.0384807558153738,0.0,0,154.3,1,0.0,14.196844698819575,0,0,0,0,171.19160296594947,0,0,0,0,0,1,0,0,0.25,0,0.6880421818560744,2.0,0,3.18,2,0,1,4.09
25,1.0473172243351851,0,0.0,2,0,0.0,7.0,0,39.3,1,0,0,-26.21332591759056,8,19.181318821573765,1,0.0,0.7218975429043217,0,1,0,-2.470065935246804,-1.7114106459138188,0.0412257699900023,0.0,0,155.18,1,0.0,14.11738357175663,0,0,0,0,166.19199670415207,0,0,0,0,0,1,0,0,0.25,0,0.8082580039745423,2.0,-1,3.2,2,0,1,4.36
27,1.3808049958713606,0,0.0,2,0,0.0,0.0,0,39.3,1,0,0,-29.896563070368387,5,18.356992887543772,0,0.0,0.7048692041461937,0,1,0,-3.037572152213584,-1.473938126644143,0.0447351098721081,0.0,0,117.0,1,0.0,15.22109798307842,0,0,0,0,144.9914085338705,0,0,0,0,0,0,0,0,0.4,0,0.7759302367317907,1.0,0,2.94,2,0,0,4.17
28,-1.3717177352497711,0,-1.0467290337608433,2,0,0.0,0.0,0,39.3,1,0,0,-36.14166525567124,5,18.598915051518738,0,0.0,0.7151239957379678,0,1,0,-2.628687526206988,0.0,0.0498035285406461,0.0,0,118.3,1,0.0,14.44642691416415,1,0,0,0,116.84018181908333,0,0,0,0,0,0,1,0,0.4,0,0.763238636493066,1.0,0,2.93,0,0,0,4.38
29,2.7465111988263096,0,0.0,2,0,0.0,3.0,0,37.3,1,0,0,-21.17891174986713,4,19.85637346226349,1,0.0,0.6332140660674527,0,1,0,-0.6299740029729398,0.0,0.0551375633028044,0.0,0,83.72,1,0.0,13.857664796449882,1,0,0,0,136.27798744485057,0,0,0,0,0,1,0,0,0.0,0,0.4927333474593312,0.0,0,2.47,0,0,0,4.6
30,1.0472215467433978,0,0.0,2,0,0.0,4.0,0,37.3,1,0,0,-17.30269723704041,5,16.554013647885853,1,0.0,0.5399706270189355,0,1,0,2.5665684520172785,0.0,0.0507026175687657,0.0,0,98.32,1,0.0,14.147349429531223,1,0,0,0,160.68845734846897,0,0,0,0,0,1,0,0,0.0,0,0.8249752268420897,0.0,0,2.66,0,0,2,4.5
31,5.164810214650531e-05,0,0.0,2,0,0.0,5.0,0,37.3,1,0,0,-14.637306275249518,6,17.14943234202641,1,0.0,0.5701201812784207,0,1,0,0.0596730003026321,0.0,0.0486064839811568,0.0,0,113.35,1,0.0,14.31841187450095,1,0,0,0,183.29248689417105,0,0,0,0,0,1,0,0,0.0,0,0.8819441023858844,0.0,0,2.86,0,0,2,4.69
32,-1.0471424448600497,0,0.0,2,0,0.0,7.0,0,37.3,1,0,0,-12.596998132233406,8,7.118665215720119,1,0.0,0.7896975508791731,0,1,0,-2.5562044860799698,0.0,0.0425417609912928,0.0,0,145.6,1,0.0,14.213200498366394,1,0,0,0,224.69526115628696,0,0,0,0,0,1,0,0,0.0,0,0.64857051340506,0.0,0,3.14,0,0,2,5.08
33,-2.1676096274312733,0,0.0,2,0,0.0,0.0,0,37.3,1,0,0,-16.71489383167601,5,13.165660930494102,0,0.0,0.5677041561624285,0,1,0,2.852145155257229,0.0,0.0465283017808811,0.0,0,107.31,1,0.0,14.05323334628104,1,0,0,0,182.4656187244622,0,0,0,0,0,0,0,0,0.0,0,0.6536152540778717,0.0,0,2.9,0,0,1,4.75
34,-8.158294199012437e-06,0,0.0,2,0,0.0,3.5,0,37.3,1,0,0,-13.609751264631171,8,16.740703792660163,2,0.0,0.776863464692186,0,1,0,0.3925298683015398,0.0,0.0443449585538468,0.0,0,138.19,1,0.0,14.484587122541914,1,0,0,0,219.20696270393117,0,0,0,0,0,2,0,0,0.0,0,0.8634112364344613,0.0,0,3.2,0,0,2,4.59
39,-1.506332667247484e-06,0,0.0,3,2,0.0,2.0,1,46.53,1,0,0,-21.334637960161764,6,20.305376482980613,3,0.0,0.640948957369094,2,1,0,2.7461846604439746,0.0,0.0542869664364681,0.0,0,113.06,1,0.0,16.990519695938254,1,0,1,0,162.06424385898123,0,0,0,1,0,3,0,1,0.0,0,0.8863418186260281,0.0,0,2.8,0,0,1,3.59
41,0.6653838623138558,0,0.0,2,0,0.0,4.0,0,40.3,1,0,0,-36.49464740238179,6,0.4786735772335248,1,-3.1415426308279164,0.7551826882287898,0,1,0,-2.648245327416592,0.0,0.0373397997635106,0.0,0,130.38,1,0.0,14.118998572204276,0,0,0,1,213.56126529738904,0,0,2,0,0,1,0,0,0.5,0,0.7161804826385444,2.0,-1,2.93,0,1,1,3.87
42,2.73943652545974,0,-1.047193874282978,2,0,0.0,4.0,0,39.3,1,0,0,-32.67630514229666,6,22.669462471414807,1,0.0,0.5998691917241106,0,1,0,-3.120228865621272,0.0,0.0463783346559465,0.0,0,125.39,1,0.0,14.882806885916718,1,0,0,0,127.19072174647393,0,0,2,0,0,1,1,0,0.3333333333333333,0,0.6277195288562936,2.0,0,2.93,0,2,2,4.26
43,-1.43927858244038,0,0.0,2,0,0.0,4.0,0,38.3,1,1,0,-26.129187616698697,6,16.491148092704556,1,0.0,0.6458141075345936,0,1,0,-2.992379483010518,0.0,0.0507579493415174,1.04722135320336,0,119.46,1,0.0,14.04113254314738,1,0,0,0,159.3274200992412,0,0,2,0,0,1,0,0,0.1666666666666666,0,0.8506942937777201,2.0,0,2.9,0,2,1,4.38
44,-2.7282148296153284,0,0.0,2,0,0.0,3.0,0,40.3,1,0,0,-42.3649083199637,5,0.9198095431110276,1,1.0471512029221093,0.6724971165784714,0,1,0,-2.8986308662913864,0.0,0.0418977510245668,0.0,0,116.06,1,0.0,13.654480049169187,0,0,0,1,191.30629717730744,0,0,2,0,0,1,0,0,0.6,0,0.8933830274788859,2.0,-1,2.88,0,2,2,3.88
45,2.2430145323009443,0,0.0,2,0,0.0,3.0,0,40.3,1,0,0,-38.60939231003256,5,0.0,1,1.0464961783704314,0.6848130271678016,0,1,0,-2.687106083762377,0.0,0.0430302321860851,0.0,0,116.12,1,0.0,15.587311404034226,0,0,0,1,197.34768063677944,0,0,2,0,0,1,0,0,0.6,0,0.7936358600215251,2.0,-1,2.87,0,1,2,3.76
46,-2.636652471001042,0,-3.141592149295265,2,0,0.0,3.0,0,39.3,1,0,0,-41.116119352302334,5,29.6529540983078,1,0.0,0.6344759749408971,0,1,0,-2.6628046560004712,0.0,0.0491435615515878,0.0,0,111.42,1,0.0,14.0155158725808,1,0,0,0,97.51218444357885,0,0,2,0,0,1,1,0,0.4,0,0.8768385890322357,2.0,-1,2.88,0,2,0,4.18
47,-0.6499537706669832,0,3.1392460608160864,2,0,0.0,3.0,0,39.3,1,0,0,-39.122115736370645,5,23.813603137410265,1,0.0,0.7492587809847537,0,1,0,2.356817721892116,0.0,0.0469174897461607,0.0,0,110.85,1,0.0,14.297587746066045,1,0,0,0,101.31351155442248,0,0,2,0,0,1,1,0,0.4,0,0.5080799050260356,2.0,-1,2.75,0,1,2,4.17
48,-2.425296903905118,0,0.0,2,0,0.0,3.0,0,38.3,1,1,0,-31.451266215924704,5,24.31529800073715,1,0.0,0.6742527446752573,0,1,0,-2.5932881693808705,0.0,0.0561694339204862,1.0472053155211245,0,105.88,1,0.0,14.17988858829044,1,0,0,0,135.25500326426263,0,0,2,0,0,1,0,0,0.2,0,0.928441507217276,2.0,0,2.85,0,2,0,4.35
49,-2.733576602474755,0,0.0,2,0,0.0,3.0,0,37.3,1,0,0,-18.048125936982665,5,20.78924813265662,1,0.0,0.6285974469734138,0,1,0,-2.5027412258940505,0.0,0.0511926023790572,0.0,0,100.02,1,0.0,14.252234031858093,1,0,0,0,165.8688649715117,0,0,2,0,0,1,0,0,0.0,0,0.7667598716682484,0.0,0,2.81,0,2,2,4.79
50,-0.5130292260034436,0,0.0,2,0,0.0,3.0,0,37.3,1,0,0,-17.406283803217896,5,15.807798899591932,1,0.0,0.7229887604143188,0,1,0,2.788227389455145,0.0,0.0498088347008651,0.0,0,99.56,1,0.0,13.819958855955097,1,0,0,0,167.478328944974,0,0,2,0,0,1,0,0,0.0,0,0.4344441799756103,0.0,0,2.64,0,1,2,4.83
54,-0.4027281411278678,0,0.0,2,0,0.0,2.5,0,39.3,1,0,0,-38.65732998554312,6,23.37407340477044,2,0.0,0.7943767012216993,0,1,0,-2.8877236362330763,2.201727961599365,0.044296488990807,0.0,0,120.04,1,0.0,14.484191739185649,0,0,0,0,115.89050146707916,0,0,0,0,0,2,0,0,0.3333333333333333,0,0.6412310445619058,2.0,-1,2.89,2,0,0,3.85
55,0.0,1,0.0,0,0,-2.2048389292071167,3.0,1,28.02,0,0,0,-16.940435357676453,6,7.412865128243334,2,0.0,0.7362867970474188,0,0,0,0.0,-2.844774434705471,0.0352446953309879,0.0,0,116.31,0,0.0,10.906524800547963,0,0,0,0,185.6363657511909,0,0,3,0,1,2,0,1,0.3333333333333333,0,0.6535688493179275,2.0,0,2.8,2,2,0,8.89
56,0.0,1,0.0,0,0,-1.76963611544965,3.0,1,28.02,0,0,0,-17.38097898800428,6,8.598923548762269,2,0.0,0.7533120850449968,0,0,0,0.0,-2.7404420544483434,0.0352788221553065,0.0,0,116.12,0,0.0,10.747959976655064,0,0,0,0,184.94275715718703,0,0,3,0,1,2,0,1,0.3333333333333333,0,0.7018347438206075,2.0,0,2.78,2,1,2,8.95
57,0.0,1,0.0,0,0,0.7884718483017905,6.0,0,28.02,0,0,0,-15.494784304712097,6,0.0,1,0.0,0.7462150972744016,0,0,0,0.0,-2.734083646100285,0.0331072084393549,0.0,0,123.82,0,0.0,10.452837258190042,0,0,0,0,202.83670844010567,0,0,0,0,1,1,0,0,0.3333333333333333,0,0.5754646851032826,2.0,0,2.87,2,0,1,9.45
58,0.0,1,0.0,0,0,1.5466461676574088,6.0,0,26.02,0,0,0,-4.748484091271335,6,109.8126700351026,1,0.0,0.6174326530489427,0,0,0,0.0,0.0,0.037634006999398,0.0,0,112.24,0,0.0,8.866744542046902,1,0,0,0,254.7390393327895,0,0,0,0,1,1,0,0,0.0,0,0.5254276657029684,0.0,0,2.78,0,0,0,10.58
59,0.0,1,0.0,0,0,-1.1512420787000102,3.0,1,26.02,0,0,0,-5.158668566700779,6,59.54425490849066,2,0.0,0.8501290722504071,0,0,0,0.0,0.0,0.0353827641955877,0.0,0,105.88,0,0.0,8.839565111105218,1,0,0,0,245.3414983411921,0,0,3,0,1,2,0,1,0.0,0,0.5702527224295887,0.0,0,2.7,0,1,1,9.79
60,0.0,1,0.0,0,0,-1.873380902039058,3.0,1,26.02,0,0,0,-4.919435614267819,6,109.4997390377987,2,0.0,0.7222249427892329,0,0,0,0.0,0.0,0.0378194280714808,0.0,0,105.73,0,0.0,9.102344591002913,1,0,0,0,251.0761832033048,0,0,3,0,1,2,0,1,0.0,0,0.7503081365758767,0.0,0,2.76,0,2,1,9.77
61,0.0,1,0.0,0,2,0.0,2.0,1,15.03,0,0,0,-16.635291290787293,6,0.1023189878464665,3,3.1413290975034425,0.7505699181587168,2,0,0,0.0,0.0,0.0210488557121159,0.0,0,120.26,0,0.0,11.659450587065294,0,0,1,1,274.41736214560655,0,0,0,1,0,3,0,1,0.5,0,0.7404970060846187,3.0,0,2.72,0,0,1,6.52
62,0.0,1,0.0,0,1,0.0,5.0,0,15.03,0,0,0,-17.695037036129786,5,0.6218466166880408,1,-1.0472011788490745,0.5885962814715089,1,0,0,0.0,0.0,0.0243829216979937,0.0,0,112.97,0,0.0,12.401989379557598,0,0,0,1,271.73318734894764,0,0,0,0,0,1,0,0,0.6,0,0.6871393895102906,2.0,0,2.72,0,0,0,6.06
64,0.0,1,0.0,0,1,0.0,5.0,0,12.03,0,0,0,-3.8991210580713127,4,73.7491338855815,1,0.0,0.5491078654978186,1,0,0,0.0,0.0,0.0364521685065292,0.0,0,80.76,0,0.0,8.084861959131718,1,0,0,0,214.68604371712087,0,0,0,0,0,1,0,0,0.0,0,0.2857161364457449,0.0,0,2.34,0,0,1,11.29
66,0.0,1,0.0,0,1,0.0,3.5,1,15.03,0,0,0,-15.021862217054684,7,0.1084972516026432,2,3.141580190883612,0.8002783287235606,1,0,0,0.0,0.0,0.019668034916029,0.0,0,134.78,0,0.0,11.97173591790953,0,0,1,1,289.50766346993663,0,0,0,1,0,2,0,1,0.4285714285714285,0,0.7088373089452366,3.0,0,2.86,0,0,0,6.23
67,0.0,1,0.0,0,2,0.0,2.67,1,15.03,0,0,0,-13.303890101190229,8,0.114676151706168,3,-1.0471612447858878,0.9301444275816604,2,0,0,0.0,0.0,0.0213387464978359,0.0,0,151.15,0,0.0,12.727607096870784,0,0,1,1,308.72515397183554,0,0,0,1,0,3,0,1,0.375,0,0.6101410357351497,3.0,0,3.02,0,0,1,6.56
68,0.0,1,0.0,0,1,0.0,6.0,0,15.03,0,0,0,-15.139432118488186,6,0.2197597340508357,1,-3.1415667809936574,0.5980347412990598,1,0,0,0.0,0.0,0.0231736879472337,0.0,0,128.63,0,0.0,13.5628588609996,0,0,0,1,297.842740441624,0,0,0,0,0,1,0,0,0.5,0,0.5851234407622666,2.0,0,2.97,0,0,2,6.41
69,0.0,1,0.0,0,1,0.0,3.5,1,12.03,0,0,0,-4.3412905995334725,6,56.799362884680775,2,0.0,0.8687485293334396,1,0,0,0.0,0.0,0.0310371508768349,0.0,0,102.71,0,0.0,7.525724625507351,1,0,1,0,233.92289065788745,0,0,0,1,0,2,0,1,0.0,0,0.4604887470163242,0.0,0,2.54,0,0,2,10.42
70,0.0,1,0.0,0,2,0.0,2.67,1,12.03,0,0,0,-3.4503518111125384,8,72.46559474279975,3,0.0,0.8921226261147582,2,0,0,0.0,0.0,0.0298416922865278,0.0,0,135.15,0,0.0,8.455394269080593,1,0,1,0,287.1046216385895,0,0,0,1,0,3,0,1,0.0,0,0.5741607963161224,0.0,0,2.98,0,0,0,11.27
72,0.0,1,0.0,0,1,0.0,6.0,0,12.03,0,0,0,-3.028724297328809,5,84.02424523290729,1,0.0,0.560811830789086,1,0,0,0.0,0.0,0.0364074954018465,0.0,0,96.08,0,0.0,8.80505866225216,1,0,0,0,242.6892370128164,0,0,0,0,0,1,0,0,0.0,0,0.3336512394934317,0.0,0,2.58,0,0,2,11.12
73,0.0,1,0.0,0,1,0.0,4.0,1,15.03,0,0,0,-13.188726807092303,8,0.1146981129844174,2,1.0471661229690703,0.8354239187323663,1,0,0,0.0,0.0,0.0210485284278226,0.0,0,150.69,0,0.0,13.02682761339544,0,0,1,1,310.1540284817729,0,0,0,1,0,2,0,1,0.375,0,0.5993954453049811,2.0,0,3.06,0,0,2,5.96
74,0.0,1,0.0,0,1,0.0,4.0,1,12.03,0,0,0,-2.8808474029418587,7,90.03124788229277,2,0.0,0.8210285999012641,1,0,0,0.0,0.0,0.0346001042955281,0.0,0,118.39,0,0.0,8.703456769998477,1,0,1,0,269.0217814828212,0,0,0,1,0,2,0,1,0.0,0,0.4264253948616889,0.0,0,2.8,0,0,1,10.38
75,0.0,1,0.0,0,1,0.0,4.0,1,12.03,0,0,0,-3.719154219938331,8,70.13875202144092,2,0.0,0.900823132693917,1,0,0,0.0,0.0,0.0292056604429753,0.0,0,134.59,0,0.0,8.342261322289374,1,0,1,0,283.9289336093305,0,0,0,1,0,2,0,1,0.0,0,0.5610676095373368,0.0,0,2.97,0,0,0,10.99
76,0.0,1,0.0,0,1,0.0,4.5,1,14.03,0,0,0,-9.35505742636052,8,0.0,2,0.0,0.8879606913886274,1,0,0,0.0,2.521477047169695,0.0304427524046238,0.0,0,144.84,0,0.0,11.252780474449692,0,0,1,0,233.82306274109385,0,0,0,1,0,2,0,1,0.25,0,0.5526668925360673,4.0,0,3.01,2,0,1,9.41
77,0.0,1,0.0,0,1,0.0,4.5,1,16.03,0,0,0,-29.93532095285192,8,0.0,2,0.0,0.9330308057914132,1,0,0,0.0,-1.2969352436492705,0.0268863819510422,0.0,0,154.78,0,0.0,11.262069608921024,0,0,1,0,187.4137500643768,0,0,0,1,0,2,0,1,0.5,0,0.4361369694379315,6.0,0,3.01,4,0,1,6.37
78,0.0,1,0.0,0,1,0.0,4.5,1,14.03,0,0,0,-12.176623330779975,8,0.0,2,0.0,0.8857033155023167,1,0,0,0.0,-2.969739425759355,0.0270295060801115,0.0,0,144.33,0,0.0,10.553237978607402,0,0,1,0,230.58518199341864,0,0,0,1,0,2,0,1,0.25,0,0.4690836060104572,2.0,0,2.96,2,0,1,7.72
79,0.0,1,0.0,0,1,0.0,4.5,1,12.03,0,0,0,-3.05343776869273,8,69.80233036196336,2,0.0,0.9062576665616046,1,0,0,0.0,0.0,0.0315231745006452,0.0,0,133.74,0,0.0,9.222276522984163,1,0,1,0,275.49058624326574,0,0,0,1,0,2,0,1,0.0,0,0.4138027514049006,0.0,0,2.91,0,0,1,10.86
80,0.0,1,0.0,1,2,0.0,4.5,1,23.26,0,0,0,-23.37638530329152,7,0.0,2,0.0,0.9157235991197747,2,0,0,0.0,3.0337806847257376,0.0375369742534813,0.0,0,135.82,0,0.0,12.88355499753134,0,0,1,0,209.346344072206,0,0,0,1,0,2,0,1,0.2857142857142857,0,0.3916831244528449,2.0,0,2.86,2,0,1,8.05
