,mol_num_cycles,nFaHRing,naHRing,angle_R2X2R1,distance_between_atoms_in_f_group_centers,tpsa+f,cis/trans,GeomShapeIndex,angle_R1X1R2,FPSA3,nFHRing,nAHRing,chirality,naRing,identificator,nFARing,nHRing,nFAHRing,nF,TASA,nO,PNSA5,angle_X1X2R2,dihedral_angle,nN,f_to_fg,nFRing,nARing,PPSA5,dipole_moment,mol_volume,PBF,f_atom_fraction,nC,RPCS,nFaRing,avg_atoms_in_cycle,angle_X2X1R1,f_freedom,fold_id,pKa
44,1,0,0,138.7094047964349,1.5658064489226158,86.85467427954009,2,0.8933830274788859,137.71375787232083,0.0418977510245668,0,0,2,0,0,0,0,0,3,191.30629717730744,2,-42.3649083199637,120.2953108576504,136.89655923811148,0,2.0,0,1,13.654480049169187,0.3422511935477072,116.06,0.6724971165784714,0.6,5,0.9198095431110276,0,3.0,119.35058559117518,0,0,3.88
45,1,0,0,93.9977488043321,1.9374347861812664,87.92832339046717,1,0.7936358600215251,93.15765997735328,0.0430302321860851,0,0,2,0,0,0,0,0,3,197.34768063677944,2,-38.60939231003256,122.80469117821129,1.0548911061763628,0,2.0,0,1,15.587311404034226,0.610344757860815,116.12,0.6848130271678016,0.6,5,0.0,0,3.0,121.42755939744715,0,0,3.76
46,1,0,0,139.00021620255487,1.7566844163238675,70.84517285325882,2,0.8768385890322357,138.3991370834315,0.0491435615515878,0,0,2,0,0,0,0,0,2,97.51218444357885,2,-41.116119352302334,120.21531641079474,137.8334084369343,0,2.0,0,1,14.0155158725808,0.5204151179734238,111.42,0.6344759749408971,0.4,5,29.6529540983078,0,3.0,119.61589938095102,1,0,4.18
47,1,0,0,92.78868137814882,2.020681750205496,70.75356650173825,1,0.5080799050260356,92.2739458183724,0.0469174897461607,0,0,2,0,0,0,0,0,2,101.31351155442248,2,-39.122115736370645,121.82365634361244,0.8882775851017509,0,2.0,0,1,14.297587746066045,0.4982124888499766,110.85,0.7492587809847537,0.4,5,23.813603137410265,0,3.0,121.07029092954738,1,0,4.17
48,1,0,0,139.85730363513642,1.3859805176017377,54.03459955497518,2,0.928441507217276,139.3711936429449,0.0561694339204862,0,0,2,0,0,0,0,0,1,135.25500326426263,2,-31.451266215924704,120.50123834492138,139.4340385868657,0,2.0,0,1,14.17988858829044,0.3830469638272505,105.88,0.6742527446752573,0.2,5,24.31529800073715,0,3.0,119.99615746978326,1,1,4.35
49,1,0,0,0.0,0.0,37.3,2,0.7667598716682484,0.0,0.0511926023790572,0,0,2,0,0,0,0,0,0,165.8688649715117,2,-18.048125936982665,0.0,0.0,0,0.0,0,1,14.252234031858093,0.2495747233487782,100.02,0.6285974469734138,0.0,5,20.78924813265662,0,3.0,0.0,1,1,4.79
50,1,0,0,0.0,0.0,37.3,1,0.4344441799756103,0.0,0.0498088347008651,0,0,2,0,0,0,0,0,0,167.478328944974,2,-17.406283803217896,0.0,0.0,0,0.0,0,1,13.819958855955097,0.2423006696766244,99.56,0.7229887604143188,0.0,5,15.807798899591932,0,3.0,0.0,1,1,4.83
54,2,0,0,112.16106470266148,3.848881189950276,72.88768416713668,0,0.6412310445619058,90.6369958878736,0.044296488990807,0,0,0,0,0,0,0,0,2,115.89050146707916,2,-38.65732998554312,138.14534621770127,8.070523533794681,0,2.0,0,2,14.484191739185649,0.725710490034997,120.04,0.7943767012216993,0.3333333333333333,6,23.37407340477044,0,2.5,99.81931863729838,0,1,3.85
55,2,0,0,134.08033581910033,5.3553461943755885,59.79356231948664,2,0.6535688493179275,177.91639466458147,0.0352446953309879,0,0,3,0,1,1,0,0,2,185.6363657511909,0,-16.940435357676453,131.45526913885928,179.99975927383207,1,2.0,1,2,10.906524800547963,0.4408458197457243,116.31,0.7362867970474188,0.3333333333333333,6,7.412865128243334,0,3.0,172.1005624640552,0,1,8.89
56,2,0,0,133.26464198385804,5.495946305259386,60.02130074772376,1,0.7018347438206075,126.27798523772334,0.0352788221553065,0,0,3,0,1,1,0,0,2,184.94275715718703,0,-17.38097898800428,147.48099976730327,1.1091799850454742,1,2.0,1,2,10.747959976655064,0.5216363474133995,116.12,0.7533120850449968,0.3333333333333333,6,8.598923548762269,0,3.0,132.6236933422317,0,0,8.95
57,1,0,0,179.62887267636054,1.464030600530468,58.14926115243634,0,0.5754646851032826,108.43977408369923,0.0331072084393549,0,0,0,0,1,0,0,0,2,202.83670844010567,0,-15.494784304712097,156.2329303495702,179.9999779998691,1,2.0,0,1,10.452837258190042,0.5640723171404886,123.82,0.7462150972744016,0.3333333333333333,6,0.0,0,6.0,103.35809005665888,0,1,9.45
58,1,0,0,0.0,0.0,26.02,0,0.5254276657029684,0.0,0.037634006999398,0,0,0,0,1,0,0,0,0,254.7390393327895,0,-4.748484091271335,0.0,0.0,1,0.0,0,1,8.866744542046902,0.157107849201661,112.24,0.6174326530489427,0.0,6,109.8126700351026,0,6.0,0.0,1,1,10.58
59,2,0,0,0.0,0.0,26.02,1,0.5702527224295887,0.0,0.0353827641955877,0,0,3,0,1,1,0,0,0,245.3414983411921,0,-5.158668566700779,0.0,0.0,1,0.0,1,2,8.839565111105218,0.1609266917403991,105.88,0.8501290722504071,0.0,6,59.54425490849066,0,3.0,0.0,1,0,9.79
60,2,0,0,0.0,0.0,26.02,2,0.7503081365758767,0.0,0.0378194280714808,0,0,3,0,1,1,0,0,0,251.0761832033048,0,-4.919435614267819,0.0,0.0,1,0.0,1,2,9.102344591002913,0.1521618376009012,105.73,0.7222249427892329,0.0,6,109.4997390377987,0,3.0,0.0,1,1,9.77
61,3,0,0,100.32874206047248,3.1163370702433,64.03516720125688,0,0.7404970060846187,99.95819044399354,0.0210488557121159,1,2,0,0,2,1,2,1,3,274.41736214560655,0,-16.635291290787293,119.08131786286008,1.359166876466238,1,3.0,1,3,11.659450587065294,0.5948708941622305,120.26,0.7505699181587168,0.5,6,0.1023189878464665,0,2.0,130.43731951906472,0,0,6.52
62,1,0,0,109.40828044842353,3.1955386085650725,62.40727775366543,0,0.6871393895102906,111.45287916905978,0.0243829216979937,0,1,0,0,2,0,1,0,3,271.73318734894764,0,-17.695037036129786,117.32397489976206,69.44969424975227,1,2.0,0,1,12.401989379557598,0.4361484191903159,112.97,0.5885962814715089,0.6,5,0.6218466166880408,0,5.0,127.22352044618076,0,1,6.06
64,1,0,0,0.0,0.0,12.03,0,0.2857161364457449,0.0,0.0364521685065292,0,1,0,0,2,0,1,0,0,214.68604371712087,0,-3.8991210580713127,0.0,0.0,1,0.0,0,1,8.084861959131718,0.1916940831103472,80.76,0.5491078654978186,0.0,4,73.7491338855815,0,5.0,0.0,1,0,11.29
66,2,0,0,100.17253184454503,2.356016855404396,62.45241379418578,0,0.7088373089452366,98.6826524145677,0.019668034916029,1,1,0,0,2,1,1,1,3,289.50766346993663,0,-15.021862217054684,117.95604260536383,21.935990059259293,1,3.0,1,2,11.97173591790953,0.5587175445363701,134.78,0.8002783287235606,0.4285714285714285,7,0.1084972516026432,0,3.5,128.287315856895,0,1,6.23
67,3,0,0,95.07045546283022,2.98082029107338,59.70248636110354,0,0.6101410357351497,91.17949846105068,0.0213387464978359,1,2,0,0,2,1,2,1,3,308.72515397183554,0,-13.303890101190229,114.06836340652866,2.6122304011075688,1,3.0,1,3,12.727607096870784,0.5869500310104571,151.15,0.9301444275816604,0.375,8,0.114676151706168,0,2.67,124.78062163489048,0,1,6.56
68,1,0,0,95.54620018443968,2.777241635738379,61.56511700200023,0,0.5851234407622666,91.52482156833511,0.0231736879472337,0,1,0,0,2,0,1,0,3,297.842740441624,0,-15.139432118488186,114.57868372794714,3.394396292140802,1,2.0,0,1,13.5628588609996,0.5749754274978559,128.63,0.5980347412990598,0.5,6,0.2197597340508357,0,6.0,124.91263704118492,0,0,6.41
69,2,0,0,0.0,0.0,12.03,0,0.4604887470163242,0.0,0.0310371508768349,1,1,0,0,2,1,1,1,0,233.92289065788745,0,-4.3412905995334725,0.0,0.0,1,0.0,1,2,7.525724625507351,0.210356791083545,102.71,0.8687485293334396,0.0,6,56.799362884680775,0,3.5,0.0,1,0,10.42
70,3,0,0,0.0,0.0,12.03,0,0.5741607963161224,0.0,0.0298416922865278,1,2,0,0,2,1,2,1,0,287.1046216385895,0,-3.4503518111125384,0.0,0.0,1,0.0,1,3,8.455394269080593,0.1824131694939508,135.15,0.8921226261147582,0.0,8,72.46559474279975,0,2.67,0.0,1,0,11.27
71,3,0,0,0.0,0.0,12.03,0,0.3525317147977195,0.0,0.0335226935186599,1,2,0,0,2,1,2,1,0,264.1457248663834,0,-3.033325320619394,0.0,0.0,1,0.0,1,3,8.588945438461243,0.1906619418220935,118.66,0.9814487068187568,0.0,7,78.95225339942887,0,2.67,0.0,1,0,10.89
72,1,0,0,0.0,0.0,12.03,0,0.3336512394934317,0.0,0.0364074954018465,0,1,0,0,2,0,1,0,0,242.6892370128164,0,-3.028724297328809,0.0,0.0,1,0.0,0,1,8.80505866225216,0.1745796534962748,96.08,0.560811830789086,0.0,5,84.02424523290729,0,6.0,0.0,1,0,11.12
73,2,0,0,100.5433318708424,2.6360462607461312,59.73563076980709,0,0.5993954453049811,99.6408048541743,0.0210485284278226,1,1,0,0,2,1,1,1,3,310.1540284817729,0,-13.188726807092303,116.27151669294491,36.56187855185709,1,2.0,1,2,13.02682761339544,0.5272622283545724,150.69,0.8354239187323663,0.375,8,0.1146981129844174,0,4.0,127.16324567262224,0,0,5.96
74,2,0,0,0.0,0.0,12.03,0,0.4264253948616889,0.0,0.0346001042955281,1,1,0,0,2,1,1,1,0,269.0217814828212,0,-2.8808474029418587,0.0,0.0,1,0.0,1,2,8.703456769998477,0.2000036540166612,118.39,0.8210285999012641,0.0,7,90.03124788229277,0,4.0,0.0,1,0,10.38
75,2,0,0,0.0,0.0,12.03,0,0.5610676095373368,0.0,0.0292056604429753,1,1,0,0,2,1,1,1,0,283.9289336093305,0,-3.719154219938331,0.0,0.0,1,0.0,1,2,8.342261322289374,0.1959863753014646,134.59,0.900823132693917,0.0,8,70.13875202144092,0,4.0,0.0,1,0,10.99
76,2,0,0,96.39855355912536,1.9215948301827377,42.49468024088932,0,0.5526668925360673,91.10160420796682,0.0304427524046238,1,1,0,0,2,1,1,1,2,233.82306274109385,0,-9.35505742636052,109.90855240009604,3.1151213395532555e-05,1,4.0,1,2,11.252780474449692,0.6093859319211771,144.84,0.8879606913886274,0.25,8,0.0,0,4.5,104.21508491216728,0,1,9.41
77,2,0,0,156.22567930439075,3.3227288793205743,74.14865816878611,0,0.4361369694379315,165.6020066354694,0.0268863819510422,1,1,0,0,2,1,1,1,4,187.4137500643768,0,-29.93532095285192,151.8113360249826,179.99991563438834,1,6.0,1,2,11.262069608921024,0.3029081367096143,154.78,0.9330308057914132,0.5,8,0.0,0,4.5,159.4834597469348,0,1,6.37
78,2,0,0,154.90334497887645,4.731126314725333,41.816838632905046,0,0.4690836060104572,166.94151171489003,0.0270295060801115,1,1,0,0,2,1,1,1,2,230.58518199341864,0,-12.176623330779975,150.69676831994067,179.9999809937789,1,2.0,1,2,10.553237978607402,0.3794261579206199,144.33,0.8857033155023167,0.25,8,0.0,0,4.5,160.60294124603206,0,0,7.72
79,2,0,0,0.0,0.0,12.03,0,0.4138027514049006,0.0,0.0315231745006452,1,1,0,0,2,1,1,1,0,275.49058624326574,0,-3.05343776869273,0.0,0.0,1,0.0,1,2,9.222276522984163,0.1686398537241366,133.74,0.9062576665616046,0.0,8,69.80233036196336,0,4.5,0.0,1,1,10.86
80,2,0,0,155.02051180570177,4.383983126659072,54.28975266735616,0,0.3916831244528449,167.72553248540325,0.0375369742534813,1,2,0,0,2,1,2,1,2,209.346344072206,1,-23.37638530329152,150.9549587794686,179.99998330160878,1,2.0,1,2,12.88355499753134,0.078592561408085,135.82,0.9157235991197747,0.2857142857142857,7,0.0,0,4.5,161.4533702325796,0,1,8.05
81,2,0,0,0.0,0.0,21.26,0,0.5367621156043124,0.0,0.0439888923326127,1,2,0,0,2,1,2,1,0,259.2236997189422,1,-5.094740410105151,0.0,0.0,1,0.0,1,2,11.001328581556466,0.5214434976563393,126.18,0.8368539184112628,0.0,7,143.5549552538719,0,4.5,0.0,1,1,10.4
82,2,0,0,0.0,0.0,46.17,0,0.714015718988859,0.0,0.0307545589834234,1,2,0,0,2,1,2,1,0,224.66556597690095,2,-12.121442396199404,0.0,0.0,1,0.0,1,2,10.842782105401202,0.9016780603626704,150.34,0.7840884055879828,0.0,7,1.7026100313511967,0,4.5,0.0,1,1,8.14
83,2,0,0,159.48659617384516,4.50968486522865,74.92592392164354,0,0.5602394652735638,161.21327527907144,0.0288940223423599,1,2,0,0,2,1,2,1,2,191.4125452017172,2,-33.237147993264884,154.22180345203836,179.9999649071584,1,2.0,1,2,11.942380349190588,0.5552602408314704,162.49,0.843522076556049,0.2857142857142857,7,0.0,0,4.5,155.57080645873697,0,0,5.27
84,2,0,0,151.39628990582696,4.045330296287494,39.03031081918064,0,0.4393866937909215,173.134352492089,0.0301248924180909,1,1,0,0,2,1,1,1,2,212.80856108401784,0,-14.593607123843055,148.48834166820103,179.99992018188388,1,2.0,1,2,10.012807404316003,0.3818506946223065,127.77,0.847967831608704,0.2857142857142857,7,0.0,0,4.0,166.50892665809138,0,1,7.69
85,2,0,0,0.0,0.0,12.03,0,0.5134963398083366,0.0,0.0335865345531782,1,1,0,0,2,1,1,1,0,263.51883209758955,0,-3.026447274141851,0.0,0.0,1,0.0,1,2,9.103080823561216,0.1635446947143438,118.3,0.8088972740160277,0.0,7,77.24749339019965,0,4.0,0.0,1,0,10.53
